Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
374;Chem Campbell;WAL;FWMF;Wolves;Premier League;19;2002;5;0;74;0.8;0;2.5;0;0;0;0;11.3;0;0;0;28.8;40;71.9;430;80;12.5;13.8;90.9;16.3;17.5;92.9;0;6.25;0;0;0;2.5;0;0;2.5;40;38.8;1.25;0;0;0;0;5;1.25;1.25;0;0;0;0;0;0;0;0;0;0;28.8;0;0;0;1.25;2.5;1.25;0;1.25;0;0;0;0;0;0;0;0;0;0;2.5;1.25;1.25;1.25;0;0;1.25;0;1.25;0;0;0;0;0;0;0;2.5;0;2.5;1.25;3.75;0;0;56.3;1.25;7.5;23.8;26.3;6.25;56.3;2.5;5;50;0;0;0;0;0;0;0;0;3.75;7.5;43.8;8.75;0;0;0;0;0;0;1.25;0;5;1.25;0;0;0;5;2.5;1.25;66.7
375;Emre Can;GER;MFDF;Dortmund;Bundesliga;28;1994;10;3;399;4.4;0;0.68;0;0;0;0;15.7;0;0;0;48.9;55.2;88.5;857.7;259.1;18.9;20.7;91.2;22.7;23.6;96.2;5;7.5;66.7;0;0;3.64;0;0;2.5;55.2;53.2;1.82;1.36;0;0;0.23;0;0;0;0;0;0;0;0;0;0;0;0.23;0;48.9;0.23;0;0;0.45;0.45;0.45;0;0;0;0;0;0;0;0;0;0;0;0;3.86;2.5;1.59;1.82;0.45;0.91;2.05;44.4;1.14;0;0;0;0;0;0;0;1.36;0;1.36;1.14;5;2.5;0;69.1;4.32;21.8;41.6;5.91;1.36;69.1;0.23;1.14;20;0;0;0;0;0;0;0;0;1.59;0;46.6;0.91;0;0;0.91;0;0;2.05;0.68;0;0;2.5;0;0;0;7.73;1.14;0.45;71.4
376;Sergio Canales;ESP;MFFW;Betis;La Liga;31;1991;11;9;856;9.5;0.11;0.74;0.21;28.6;0.14;0.5;22.6;0.11;0;0;41.6;55.8;74.5;664.3;194;21.4;24.3;87.9;13.5;16.6;81;4.21;8.95;47.1;0;2.32;5.37;1.68;0.63;3.26;55.8;49.3;5.68;1.89;0.53;0;0.53;6.11;3.16;1.37;1.47;0;0;0;0;0;0;0;0.32;0;41.6;0.84;0;0;1.79;4.74;3.89;0.42;0.21;0;0.21;0;0.21;0.21;0;0;0;0;0;0.74;0.42;0.53;0.11;0.11;0.53;0.95;55.6;0.42;0;0;0;0;0;0;0;0.53;0;0.53;0.21;0.95;0.42;0;61.9;0.95;8.74;28.8;25.4;1.16;61.9;0.84;2;42.1;0;0;0;0;0;0;0;0;2.11;2.32;46.9;3.26;0;0;0.42;0.11;0.11;0.21;1.37;0.21;6.11;0.42;0;0;0;4.11;0.74;0.53;58.3
377;Matteo Cancellieri;ITA;FW;Lazio;Serie A;20;2002;13;1;196;2.2;0;1.82;0.45;25;0;0;15.9;0;0;0;23.2;31.8;72.9;293.6;44.1;16.8;19.1;88.1;5.91;8.64;68.4;0;2.27;0;0;1.36;0.45;0.45;0.45;0.91;31.8;31.8;0;0;0;0;0;2.27;0;0;0;0;0;0;0;0;0;0;0;0;23.2;0;0;0;1.36;2.73;1.82;0;0;0.45;0;0.45;0;0;0;0;0;0;0;3.18;1.36;1.82;0.45;0.91;1.82;2.73;66.7;0.91;0;0;0;0;0;0;0;1.36;0;1.36;0.45;3.64;0.91;0;45.9;0.91;7.27;18.2;21.4;5;45.9;0.91;3.18;28.6;0;0;0;0;0;0;0;0;4.09;0.45;31.8;5.45;0;0;0.45;0;0;4.55;2.27;1.82;2.27;1.36;0;0;0;5.91;1.82;0.45;80
378;João Cancelo;POR;DF;Manchester City;Premier League;28;1994;14;14;1116;12.4;0.16;1.21;0.24;20;0.13;0.67;23.8;0;0;0;74.9;87.3;85.8;1215;312.3;41.6;44.3;94;25.9;30.4;85.1;6.29;9.19;68.4;0.08;0.89;5.89;2.5;0.65;5.32;87.3;79.8;7.42;1.61;0.16;0;1.05;3.15;0;0;0;0;0;0;0;0;0;0;5.81;0;74.9;0.08;0;0;1.13;2.82;2.26;0;0.08;0.32;0.08;0.08;0.48;0.4;0;0.08;0;0;0;2.26;1.61;1.29;0.65;0.32;1.37;1.85;73.9;0.48;0;0;0;0;0;0;0;0.4;0.08;0.32;1.37;3.63;0.48;0.08;95.8;1.29;16.3;48.5;31.7;3.39;95.8;1.85;3.71;50;0;0;0;0;0;0;0;0;1.21;0.97;71.9;4.35;0;0;0.24;0.08;0;0.81;1.13;0.32;3.15;1.61;0;0.16;0;6.05;1.94;0.81;70.6
379;Antonio Candreva;ITA;DFMF;Salernitana;Serie A;35;1987;15;13;1163;12.9;0.16;1.4;0.47;33.3;0.11;0.33;22.8;0.16;0;0;41.8;56.7;73.7;747.4;270.5;20.4;22.2;91.6;16.4;21.6;75.6;4.34;9.69;44.8;0.08;1.78;4.34;1.63;0.78;4.81;56.7;46.9;9.61;1.63;0.23;0;1.32;7.75;2.02;0.23;1.16;0;0;0;0;0;0;0;5.97;0;41.8;0.16;0;0;1.55;2.95;2.02;0.62;0;0.23;0.08;0;0.31;0.16;0.08;0;0.08;0;0;0.47;0.16;0.47;0;0;0.31;1.47;21.1;1.16;0;0;0;0;0;0;0;0.31;0.08;0.23;0.85;1.32;1.09;0;62.4;2.17;11.2;28.1;23.6;1.16;62.4;0.08;0.93;8.3;0;0;0;0;0;0;0;0;0.7;0.47;44.7;3.57;0;0;0.16;0.08;0.08;0.16;0.85;0.16;7.75;0.16;0;0.08;0;4.34;0;0;0
380;Thomas Cannon;IRL;FW;Everton;Premier League;19;2002;1;0;17;0.2;0;5;5;100;0;0;10.8;0;0;0;10;15;66.7;100;0;5;10;50;5;5;100;0;0;0;0;0;0;0;0;0;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;25;15;25;0;5;0;0;0;0;0;0;0;0;0;0;0;30;10;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;5;0
381;Sergi Canós;ESP;FWDF;Brentford;Premier League;25;1997;4;0;74;0.8;0;1.25;0;0;0;0;16.1;0;0;0;27.5;47.5;57.9;326.3;95;16.3;20;81.3;5;17.5;28.6;1.25;2.5;50;0;1.25;2.5;1.25;0;2.5;47.5;42.5;3.75;1.25;0;0;0;3.75;0;0;0;0;0;0;0;0;0;0;2.5;0;27.5;1.25;0;0;0;3.75;2.5;0;0;0;1.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;0;2.5;0;0;0;0;0;0;0;3.75;1.25;2.5;0;0;1.25;0;62.5;1.25;15;23.8;25;2.5;62.5;2.5;5;50;0;0;0;0;0;0;0;0;0;0;37.5;3.75;0;0;0;0;0;2.5;3.75;0;3.75;0;0;0;0;7.5;0;0;0
382;Ander Capa;ESP;FW;Athletic Club;La Liga;30;1992;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
383;Pierrick Capelle;FRA;MFDF;Angers;Ligue 1;35;1987;12;6;581;6.5;0;1.38;0.62;44.4;0;0;18.8;0;0;0;34.2;43.4;78.7;599.1;188.6;15.1;17.8;84.5;14.8;17.7;83.5;2.92;5.38;54.3;0.15;0.46;2.92;0.62;0.31;4;43.4;40.2;3.23;0.77;0;0;0.15;2.77;1.08;0.62;0.31;0;0;0;0;0;0;0;1.23;0;34.2;0;0;0;0.62;1.54;1.38;0;0;0.15;0;0;0.15;0.15;0;0;0;0;0;2.92;2;1.38;1.38;0.15;1.69;2.92;57.9;1.23;0;0;0;0;0;0;0;0.92;0;0.92;0.92;3.85;2;0;54.3;2;12.9;30;11.7;1.85;54.3;0.62;1.54;40;0;0;0;0;0;0;0;0;0.92;1.38;34.3;2.46;0;0;0.62;0;0;2.46;0.62;0;2.77;2;0;0;0;5.85;1.23;1.54;44.4
384;Étienne Capoue;FRA;MF;Villarreal;La Liga;34;1988;10;10;836;9.3;0;1.08;0.32;30;0;0;18.9;0;0;0;42.8;48.8;87.7;708.3;173.1;19.5;21.6;90;20;21.5;93;2.15;3.87;55.6;0;0.32;5.7;0.22;0;2.69;48.8;47.3;1.51;1.29;0.43;0;0.22;0.43;0;0;0;0;0;0;0;0;0;0;0.22;0;42.8;0;0;0;0.54;1.51;1.29;0;0;0.11;0.11;0;0;0;0;0;0;0;0;1.61;0.86;0.54;0.97;0.11;0.86;0.97;88.9;0.11;0;0;0;0;0;0;0;0.75;0.22;0.54;1.08;2.69;1.51;0;57.4;2.58;12;36.5;9.46;0.75;57.4;0.86;1.51;57.1;0;0;0;0;0;0;0;0;1.08;0.54;41.9;0.86;0;0;0.11;0;0;0.75;1.08;0;0.43;0.86;0;0;0;4.73;1.61;0.97;62.5
385;Gianluca Caprari;ITA;FWMF;Monza;Serie A;29;1993;15;13;958;10.6;0.09;2.26;0.47;20.8;0.04;0.2;18.1;0;0;0;32.8;39.7;82.7;463.5;74.2;21;22.8;92.1;9.06;11.6;78;1.7;2.64;64.3;0.09;1.23;2.26;0.57;0.19;1.6;39.7;38.3;1.23;0.38;0;0;0.38;1.89;0.28;0;0.28;0;0;0;0;0;0;0;0.09;0;32.8;0.19;0;0;0.85;2.64;2.26;0.09;0.09;0.09;0.09;0;0.38;0.28;0;0;0;0.09;0;0.85;0.38;0.19;0.57;0.09;0.28;0.66;42.9;0.38;0;0;0;0;0;0;0;0.66;0.09;0.57;0.19;1.04;0;0;50;0.19;4.06;24.9;21.4;4.62;50;0.75;2.83;26.7;0;0;0;0;0;0;0;0;3.3;1.32;40.8;5.85;0;0;0.09;0;0;1.6;2.17;0.28;1.89;0.38;0;0;0;4.25;0.28;0.66;30
386;Francesco Caputo;ITA;FW;Sampdoria;Serie A;35;1987;15;13;1094;12.2;0.08;1.56;0.41;26.3;0.05;0.2;14.8;0;0;0;13.8;19.4;70.9;174.6;25.8;7.87;10.7;73.8;3.52;4.92;71.7;0.66;0.82;80;0;0.74;0.9;0.33;0;0.66;19.4;17;2.3;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0.16;0;13.8;0.08;0;0;0.74;1.89;1.39;0;0.08;0.25;0.08;0.08;0.08;0.08;0;0;0;0;0;0.25;0.08;0;0;0.25;0;0.25;0;0.25;0;0;0;0;0;0;0;0;0;0;0.08;0.33;0.25;0;25.1;0.33;0.9;10.2;14;3.93;25.1;0.25;0.74;33.3;0;0;0;0;0;0;0;0;1.72;1.15;19.8;6.64;0;0;0;0;0;0.41;1.97;0.9;0.25;0.08;0;0;0;1.48;0.49;1.72;22.2
387;Maxence Caqueret;FRA;MF;Lyon;Ligue 1;22;2000;14;11;973;10.8;0;0.83;0.37;44.4;0;0;22.7;0.09;0;0;56.2;66.1;85;913.1;271.7;27.4;31.2;87.8;22.9;25.5;89.8;3.98;6.02;66.2;0.09;1.3;8.7;1.3;0.19;6.02;66.1;64.1;2.04;0.93;0.28;0;0.19;2.04;0.83;0.19;0.46;0;0;0;0;0;0;0;0.19;0;56.2;0;0;0;1.3;3.24;2.59;0.09;0.28;0.19;0;0.09;0.19;0.19;0;0;0;0;0;3.06;1.67;0.74;1.39;0.93;1.67;3.89;42.9;2.22;0;0;0;0;0;0;0;1.3;0.09;1.2;0.93;3.98;0.83;0;76.8;1.67;11.3;45.4;20.6;1.76;76.8;0.74;2.22;33.3;0;0;0;0;0;0;0;0;1.94;1.11;56.3;2.96;0;0;0.09;0;0;1.57;0.93;0.19;2.04;1.67;0;0;0;8.43;0.65;0.74;46.7
388;Andrea Carboni;ITA;DF;Monza;Serie A;21;2001;4;1;167;1.9;0;0.53;0.53;100;0;0;10.8;0;0;0;36.3;45.8;79.3;615.8;293.7;17.4;20;86.8;15.3;16.3;93.5;3.68;7.37;50;0;0.53;1.58;1.05;1.05;3.16;45.8;38.9;6.84;0.53;0;0;0.53;2.63;0.53;0;0.53;0;0;0;0;0;0;0;5.79;0;36.3;0;0;0;1.58;1.58;1.58;0;0;0;0;0;0;0;0;0;0;0;0;1.58;1.05;1.05;0;0.53;1.05;2.63;40;1.58;0;0;0;0;0;0;0;1.58;1.05;0.53;1.58;3.16;1.05;0.53;52.6;2.11;21.6;21.1;10;2.11;52.6;0.53;1.58;33.3;0;0;0;0;0;0;0;0;0;0;34.7;0.53;0;0;0;0;0;0.53;0.53;0;2.63;1.05;0;0;0;4.21;0;1.58;0
389;Valentin Carboni;ITA;MF;Inter;Serie A;17;2005;1;0;3;0;0;0;0;0;0;0;0;0;0;0;5;7;71.4;96;9;2;2;100;2;3;66.7;1;1;100;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;8;0;0;5;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
390;Isaac Carcelen;ESP;DF;Cádiz;La Liga;29;1993;7;5;452;5;0;0.2;0;0;0;0;23.2;0;0;0;31.6;38.2;82.7;487.2;173.4;15.8;17.2;91.9;13.2;15.6;84.6;1.4;3.2;43.8;0;0.4;1.6;0.4;0.4;1.2;38.2;30.2;8;0.4;0;0;0;1.6;0.4;0.2;0.2;0;0;0;0;0;0;0;7.2;0;31.6;0;0;0;0.4;1.2;1;0;0;0;0;0.2;0;0;0;0;0;0;0;3.8;2.8;3.4;0.2;0.2;2.4;2.4;100;0;0;0;0;0;0;0;0;1.4;0.6;0.8;1;4.8;3;0;48.6;5.2;20.4;21.6;6.8;0;48.6;0.2;0.2;100;0;0;0;0;0;0;0;0;0.8;0.8;21.6;0.2;0;0;0;0.4;0;1.4;0.6;0;1.6;2.8;0;0.2;0;5.2;0.6;1.6;27.3
391;Irvin Cardona;FRA;FWMF;Brest;Ligue 1;25;1997;10;1;233;2.6;0;1.54;0.77;50;0;0;13.4;0;0;0;13.1;22.3;58.6;180;30.4;8.08;12.3;65.6;3.85;6.54;58.8;0.38;1.54;25;0;1.15;0.77;0;0;0.38;22.3;20.4;1.92;0;0.38;0;0;0.38;0;0;0;0;0;0;0;0;0;0;0.38;0;13.1;0;0;0;1.15;1.15;0.77;0;0;0.38;0;0;0;0;0;0;0;0;0;0.77;0;0.38;0.38;0;0;1.15;0;1.15;0;0;0;0;0;0;0;1.15;0;1.15;0.77;1.54;0.77;0;33.5;0.77;2.69;15.8;15;5;33.5;0.38;1.92;20;0;0;0;0;0;0;0;0;2.69;1.15;22.3;5.77;0;0;0;0;0;1.92;0.77;1.92;0.38;0;0;0;0;2.69;1.15;1.92;37.5
392;Carlos;BRA;DF;Monza;Serie A;23;1999;14;14;1219;13.5;0.22;1.33;0.52;38.9;0.17;0.43;16.3;0;0;0;43.9;52.7;83.3;702.3;219.9;21.9;23.9;91.6;18.4;21.6;85.6;2.44;4.07;60;0.07;0.22;2.37;0.67;0;1.7;52.7;43;9.48;0.89;0.07;0;0.15;1.41;0;0;0;0;0;0;0;0;0;0;8.22;0;43.9;0.22;0;0;1.26;1.26;0.96;0.07;0;0.15;0.07;0;0.15;0.07;0;0;0.07;0;0;1.48;0.67;0.81;0.44;0.22;0.3;0.59;50;0.3;0;0;0;0;0;0;0;0.44;0.15;0.3;0.52;2;2.15;0.07;61.3;3.11;20.8;25.9;15.4;1.85;61.3;1.11;1.7;65.2;0;0;0;0;0;0;0;0;1.19;0.81;39.4;2;0;0;0.07;0;0;1.41;0.74;0.15;1.41;0.67;0;0;0;4.37;1.56;0.59;72.4
393;Diego Carlos;BRA;DF;Aston Villa;Premier League;29;1993;2;2;179;2;0;2;0;0;0;0;15.7;0;0;0;50.5;64;78.9;1043.5;401;15;18;83.3;28.5;33;86.4;7;12;58.3;0;0;4;0;0;5;64;61.5;2;1.5;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0.5;0;50.5;0.5;0;0;0.5;1;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;0.5;0;0;0.5;0;0;0.5;0;0.5;0;0;0;0;0;0;0;1;1;0;0.5;1;1;0;69.5;4;24.5;42.5;4;1.5;69.5;0;0;0;0;0;0;0;0;0;0;0;1;0;49.5;0;0;0;0;0;0;0.5;0;0;0.5;0;0;0;0;7;1.5;1.5;50
394;Juan Carlos;ESP;GK;Girona;La Liga;34;1988;10;10;900;10;0;0;0;0;0;0;0;0;0;0;28.8;34;84.7;716;463.5;5.2;5.3;98.1;17;17.6;96.6;6.6;11.1;59.5;0;0;0.1;0;0;0;34;26.5;7.5;1.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.8;0;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.7;0.1;35.6;32.4;35.5;0.1;0;0;35.6;0;0;0;0;0;0;0;0;0;0;0;0;0;18.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0.1;0;100
395;José Carlos Lazo;ESP;MFFW;Almería;La Liga;26;1996;1;0;20;0.2;0;10;5;50;0;0;24.4;0;0;0;15;20;75;245;10;10;15;66.7;5;5;100;0;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;15;5;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;5;10;25;5;40;5;5;100;0;0;0;0;0;0;0;0;10;0;35;15;0;0;0;0;0;5;5;0;0;0;0;0;0;5;0;0;0
396;José Carlos Lazo;ESP;MFFW;Espanyol;La Liga;26;1996;7;0;117;1.3;0.77;3.08;0.77;25;0.25;1;21.1;0.77;0;0;12.3;17.7;69.6;164.6;25.4;5.38;6.15;87.5;3.85;4.62;83.3;1.54;3.08;50;0;0.77;0;1.54;0.77;0.77;17.7;15.4;1.54;0;0;0;0;3.08;1.54;0;0;0;0;0;0;0;0;0;0;0;12.3;0.77;0;0;1.54;1.54;1.54;0;0;0;0;0;0;0;0;0;0;0;0;2.31;1.54;1.54;0.77;0;0.77;0.77;100;0;0;0;0;0;0;0;0;0;0;0;1.54;3.85;3.85;0;34.6;5.38;10;5.38;19.2;3.08;34.6;0.77;3.85;20;0;0;0;0;0;0;0;0;1.54;3.08;19.2;3.85;0;0;0;0;0;0.77;1.54;0;3.08;1.54;0;0;0;2.31;0;1.54;0
397;Carmona;ESP;DF;Sevilla;La Liga;20;2002;9;4;442;4.9;0.41;1.02;0.41;40;0.4;1;14.3;0;0;0;43.9;54.3;80.8;706.9;236.1;21.4;23.5;91.3;19.4;23.7;81.9;2.45;5.31;46.2;0.2;0.41;3.27;0.61;0.41;1.02;54.3;48.2;5.92;0.82;0;0;0.2;2.04;0;0;0;0;0;0;0;0;0;0;4.9;0;43.9;0.2;0;0;0.61;1.84;1.43;0.2;0;0.2;0;0;0.41;0.41;0;0;0;0;0;2.65;2.24;1.02;0.61;1.02;1.84;3.06;60;1.22;0;0;0;0;0;0;0;1.63;0.82;0.82;1.22;3.88;3.06;0.2;67.1;6.12;27.1;29.4;11.4;1.22;67.1;0.41;1.02;40;0;0;0;0;0;0;0;0;2.24;0.41;39.6;0.2;0;0;0.82;0;0;2.24;0.82;0;2.04;2.24;0;0;0;5.92;0.61;1.43;30
398;Marco Carnesecchi;ITA;GK;Cremonese;Serie A;22;2000;6;6;540;6;0;0;0;0;0;0;0;0;0;0;18.2;28.8;63;571;426.3;2.5;2.5;100;8.33;8.5;98;6.83;17.2;39.8;0;0;0.67;0;0;0;28.8;19.7;9;3.17;0;0;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;18.2;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.17;30.8;28.3;30.8;0;0;0;30.8;0;0;0;0;0;0;0;0;0;0;0;0;0;11.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33;0;0;0
399;Yannick Carrasco;BEL;DFFW;Atlético Madrid;La Liga;29;1993;13;8;739;8.2;0.12;2.56;0.85;33.3;0.05;0.14;17.8;0;0;0;36.5;45;81;500.1;144.1;23.2;24.8;93.6;8.66;10.4;83.5;2.07;4.51;45.9;0;2.2;1.34;1.46;0.37;2.68;45;36.3;8.41;1.71;0.24;0;0.49;3.78;2.07;0.98;0.49;0;0;0;0;0;0;0;4.63;0;36.5;0.24;0;0;1.1;3.9;2.44;0.61;0.61;0.12;0.12;0;0;0;0;0;0;0;0;1.95;1.22;0.98;0.98;0;1.46;2.68;54.5;1.22;0;0;0;0;0;0;0;0.73;0.12;0.61;0.49;2.44;0.73;0;56.7;1.34;10.9;21;26.1;5.37;56.7;2.07;3.78;54.8;0;0;0;0;0;0;0;0;2.07;1.95;36;5;0;0;0.12;0;0;1.34;0.73;0.24;3.78;1.22;0;0;0;4.39;0.24;0.12;66.7
400;Dani Carvajal;ESP;DF;Real Madrid;La Liga;30;1992;12;10;872;9.7;0;0.62;0;0;0;0;23.7;0;0;0;49.9;58.5;85.4;828.9;190.8;25.9;29.2;88.7;18.2;20.5;88.9;4.74;6.39;74.2;0.1;0.72;2.37;1.03;0.31;2.06;58.5;51.8;6.7;0.82;0;0;0.62;2.06;0;0;0;0;0;0;0;0;0;0;5.88;0;49.9;0;0;0;0.93;1.75;1.55;0;0;0;0;0.21;0.1;0.1;0;0;0;0;0;1.86;0.93;0.82;0.72;0.31;1.13;1.75;64.7;0.62;0;0;0;0;0;0;0;1.34;0.31;1.03;1.13;2.99;2.37;0;68;3.92;20.8;27.5;20.1;1.13;68;0.41;0.72;57.1;0;0;0;0;0;0;0;0;1.03;0.31;44.3;2.58;0;0;0.31;0;0;1.03;0.82;0.31;2.06;0.93;0;0.1;0;5.67;0.41;0.52;44.4
401;Fabio Carvalho;POR;MFFW;Liverpool;Premier League;20;2002;11;4;337;3.7;0.54;2.97;1.08;36.4;0.18;0.5;11.5;0;0;0;30;36.5;82.2;402.7;71.1;18.4;21.4;86.1;7.84;9.46;82.9;1.35;1.62;83.3;0;0.27;1.62;0.54;0;1.08;36.5;35.7;0.54;0;0;0;0;0.54;0;0;0;0;0;0;0;0;0;0;0.27;0;30;0.27;0;0;0.81;2.43;1.35;0;0;0.54;0.54;0;0.54;0.27;0;0;0.27;0;0;2.16;2.16;0.81;0.81;0.54;0.81;1.62;50;0.81;0;0;0;0;0;0;0;1.62;0;1.62;1.35;3.51;0;0;49.5;0.54;8.38;18.6;23.2;7.03;49.5;0.54;1.35;40;0;0;0;0;0;0;0;0;2.7;4.05;36.8;5.95;0;0;0;0;0;1.35;1.62;0;0.54;2.16;0;0;0;4.86;1.08;2.43;30.8
402;Matis Carvalho;POR;GK;Montpellier;Ligue 1;23;1999;2;1;136;1.5;0;0;0;0;0;0;0;0;0;0;14;35.3;39.6;616;529.3;0.67;0.67;100;3.33;3.33;100;10;30.7;32.6;0;0;0.67;0;0;0;35.3;19.3;15.3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.67;0.67;0;0;37.3;29.3;37.3;0;0;0;37.3;0;0;0;0;0;0;0;0;0;0;0;0;0;12.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.67;0.67;50
403;William Carvalho;POR;MF;Betis;La Liga;30;1992;13;12;926;10.3;0.19;1.17;0.49;41.7;0.17;0.4;13.8;0;0;0;54;63;85.7;891;250.1;26.6;29.4;90.4;21.2;23.6;89.7;4.27;6.5;65.7;0.1;0.39;5.34;0.49;0.1;4.76;63;61;1.75;1.75;0.39;0;0.68;0.19;0;0;0;0;0;0;0;0;0;0;0;0;54;0.29;0;0;0.68;1.75;1.46;0.1;0.19;0;0;0;0.29;0.29;0;0;0;0;0;1.46;0.78;0.58;0.78;0.1;0.29;1.46;20;1.17;0;0;0;0;0;0;0;0.87;0.39;0.49;0.49;1.94;0.68;0;71.3;0.78;10;49.8;12;1.65;71.3;1.46;2.23;65.2;0;0;0;0;0;0;0;0;1.26;1.07;58.2;2.23;0;0;0.29;0;0;1.26;1.55;0.1;0.19;0.78;0;0;0;5.63;0.87;0.87;50
404;Nicolò Casale;ITA;DF;Lazio;Serie A;24;1998;8;8;686;7.6;0;0.39;0;0;0;0;8.9;0;0;0;46.4;49.9;93.1;849.5;304.6;17.9;19.2;93.2;22;23;95.4;5;5.79;86.4;0;0.13;1.18;0;0;2.37;49.9;45.4;4.47;4.47;0;0;0.79;0;0;0;0;0;0;0;0;0;0;0;0;0;46.4;0;0;0;0;0.53;0.26;0.13;0;0;0;0.13;0;0;0;0;0;0;0;2.24;1.18;1.18;1.05;0;1.18;1.58;75;0.39;0;0;0;0;0;0;0;1.05;0.79;0.26;0.79;3.03;2.76;0;57.9;7.76;25.5;31.7;1.32;0.79;57.9;0;0;0;0;0;0;0;0;0;0;0;0.39;0.13;35.5;0;0;0;0.26;0;0;0.66;0.39;0;0;1.18;0;0;0;5.39;1.71;1.18;59.1
